"Time","20.118.208.91:9100 ethernet rx","20.118.208.91:9100 infiniband rx","20.118.208.91:9100 unknown rx","20.118.208.91:9100 ethernet tx","20.118.208.91:9100 infiniband tx","20.118.208.91:9100 unknown tx"
2026-06-03 05:05:30,233 MiB,242 MiB,0 B,156 MiB,157 MiB,0 B
2026-06-03 05:05:45,234 MiB,243 MiB,0 B,157 MiB,157 MiB,0 B
2026-06-03 05:06:00,234 MiB,243 MiB,0 B,157 MiB,157 MiB,0 B
2026-06-03 05:06:15,235 MiB,244 MiB,0 B,157 MiB,158 MiB,0 B
2026-06-03 05:06:30,235 MiB,244 MiB,0 B,158 MiB,158 MiB,0 B
2026-06-03 05:06:45,236 MiB,245 MiB,0 B,158 MiB,158 MiB,0 B
2026-06-03 05:07:00,236 MiB,245 MiB,0 B,158 MiB,159 MiB,0 B
2026-06-03 05:07:15,236 MiB,246 MiB,0 B,159 MiB,159 MiB,0 B
2026-06-03 05:07:30,237 MiB,246 MiB,0 B,159 MiB,159 MiB,0 B
2026-06-03 05:07:45,237 MiB,246 MiB,0 B,159 MiB,159 MiB,0 B
2026-06-03 05:08:00,238 MiB,247 MiB,0 B,160 MiB,160 MiB,0 B
2026-06-03 05:08:15,238 MiB,247 MiB,0 B,160 MiB,160 MiB,0 B
2026-06-03 05:08:30,239 MiB,248 MiB,0 B,160 MiB,160 MiB,0 B
2026-06-03 05:08:45,239 MiB,249 MiB,0 B,160 MiB,161 MiB,0 B
2026-06-03 05:09:00,240 MiB,249 MiB,0 B,161 MiB,161 MiB,0 B
2026-06-03 05:09:15,240 MiB,249 MiB,0 B,161 MiB,161 MiB,0 B
2026-06-03 05:09:30,241 MiB,250 MiB,0 B,161 MiB,162 MiB,0 B
2026-06-03 05:09:45,241 MiB,250 MiB,0 B,162 MiB,162 MiB,0 B
2026-06-03 05:10:00,241 MiB,251 MiB,0 B,162 MiB,162 MiB,0 B
2026-06-03 05:10:15,242 MiB,251 MiB,0 B,162 MiB,162 MiB,0 B
2026-06-03 05:10:30,242 MiB,252 MiB,0 B,163 MiB,163 MiB,0 B
2026-06-03 05:10:45,243 MiB,252 MiB,0 B,163 MiB,163 MiB,0 B
2026-06-03 05:11:00,243 MiB,253 MiB,0 B,163 MiB,163 MiB,0 B
2026-06-03 05:11:15,244 MiB,253 MiB,0 B,164 MiB,164 MiB,0 B
2026-06-03 05:11:30,244 MiB,254 MiB,0 B,164 MiB,164 MiB,0 B
2026-06-03 05:11:45,245 MiB,254 MiB,0 B,164 MiB,164 MiB,0 B
2026-06-03 05:12:00,245 MiB,255 MiB,0 B,165 MiB,165 MiB,0 B
2026-06-03 05:12:15,246 MiB,255 MiB,0 B,165 MiB,165 MiB,0 B
2026-06-03 05:12:30,246 MiB,256 MiB,0 B,165 MiB,165 MiB,0 B
2026-06-03 05:12:45,246 MiB,256 MiB,0 B,165 MiB,166 MiB,0 B
2026-06-03 05:13:00,247 MiB,257 MiB,0 B,166 MiB,166 MiB,0 B
2026-06-03 05:13:15,247 MiB,257 MiB,0 B,166 MiB,166 MiB,0 B
2026-06-03 05:13:30,248 MiB,258 MiB,0 B,166 MiB,167 MiB,0 B
2026-06-03 05:13:45,248 MiB,258 MiB,0 B,167 MiB,167 MiB,0 B
2026-06-03 05:14:00,249 MiB,259 MiB,0 B,167 MiB,167 MiB,0 B
2026-06-03 05:14:15,249 MiB,259 MiB,0 B,167 MiB,168 MiB,0 B
2026-06-03 05:14:30,250 MiB,259 MiB,0 B,168 MiB,168 MiB,0 B
2026-06-03 05:14:45,250 MiB,260 MiB,0 B,168 MiB,168 MiB,0 B
2026-06-03 05:15:00,251 MiB,260 MiB,0 B,168 MiB,168 MiB,0 B
2026-06-03 05:15:15,251 MiB,261 MiB,0 B,168 MiB,169 MiB,0 B
2026-06-03 05:15:30,251 MiB,261 MiB,0 B,169 MiB,169 MiB,0 B
2026-06-03 05:15:45,252 MiB,262 MiB,0 B,169 MiB,169 MiB,0 B
2026-06-03 05:16:00,252 MiB,262 MiB,0 B,169 MiB,169 MiB,0 B
2026-06-03 05:16:15,252 MiB,262 MiB,0 B,170 MiB,170 MiB,0 B
2026-06-03 05:16:30,253 MiB,263 MiB,0 B,170 MiB,170 MiB,0 B
2026-06-03 05:16:45,253 MiB,263 MiB,0 B,170 MiB,170 MiB,0 B
2026-06-03 05:17:00,254 MiB,264 MiB,0 B,170 MiB,171 MiB,0 B
2026-06-03 05:17:15,254 MiB,264 MiB,0 B,171 MiB,171 MiB,0 B
2026-06-03 05:17:30,255 MiB,265 MiB,0 B,171 MiB,171 MiB,0 B
2026-06-03 05:17:45,255 MiB,265 MiB,0 B,171 MiB,171 MiB,0 B
2026-06-03 05:18:00,255 MiB,265 MiB,0 B,172 MiB,172 MiB,0 B
2026-06-03 05:18:15,256 MiB,266 MiB,0 B,172 MiB,172 MiB,0 B
2026-06-03 05:18:30,256 MiB,266 MiB,0 B,172 MiB,172 MiB,0 B
2026-06-03 05:18:45,257 MiB,267 MiB,0 B,172 MiB,173 MiB,0 B
2026-06-03 05:19:00,257 MiB,267 MiB,0 B,173 MiB,173 MiB,0 B
2026-06-03 05:19:15,258 MiB,268 MiB,0 B,173 MiB,173 MiB,0 B
2026-06-03 05:19:30,258 MiB,268 MiB,0 B,173 MiB,174 MiB,0 B
2026-06-03 05:19:45,259 MiB,269 MiB,0 B,174 MiB,174 MiB,0 B
2026-06-03 05:20:00,259 MiB,269 MiB,0 B,174 MiB,174 MiB,0 B
2026-06-03 05:20:15,260 MiB,270 MiB,0 B,174 MiB,174 MiB,0 B
2026-06-03 05:20:30,260 MiB,270 MiB,0 B,175 MiB,175 MiB,0 B
2026-06-03 05:20:45,260 MiB,271 MiB,0 B,175 MiB,175 MiB,0 B
2026-06-03 05:21:00,261 MiB,271 MiB,0 B,175 MiB,175 MiB,0 B
2026-06-03 05:21:15,262 MiB,272 MiB,0 B,176 MiB,176 MiB,0 B
2026-06-03 05:21:30,262 MiB,272 MiB,0 B,176 MiB,176 MiB,0 B
2026-06-03 05:21:45,262 MiB,273 MiB,0 B,176 MiB,176 MiB,0 B
2026-06-03 05:22:00,263 MiB,273 MiB,0 B,176 MiB,177 MiB,0 B
2026-06-03 05:22:15,263 MiB,273 MiB,0 B,177 MiB,177 MiB,0 B
2026-06-03 05:22:30,264 MiB,274 MiB,0 B,177 MiB,177 MiB,0 B
2026-06-03 05:22:45,264 MiB,275 MiB,0 B,177 MiB,177 MiB,0 B
2026-06-03 05:23:00,265 MiB,275 MiB,0 B,177 MiB,178 MiB,0 B
2026-06-03 05:23:15,265 MiB,275 MiB,0 B,178 MiB,178 MiB,0 B
2026-06-03 05:23:30,265 MiB,276 MiB,0 B,178 MiB,178 MiB,0 B
2026-06-03 05:23:45,266 MiB,276 MiB,0 B,178 MiB,178 MiB,0 B
2026-06-03 05:24:00,266 MiB,276 MiB,0 B,178 MiB,179 MiB,0 B
2026-06-03 05:24:15,266 MiB,277 MiB,0 B,179 MiB,179 MiB,0 B
2026-06-03 05:24:30,267 MiB,277 MiB,0 B,179 MiB,179 MiB,0 B
2026-06-03 05:24:45,267 MiB,278 MiB,0 B,179 MiB,180 MiB,0 B
2026-06-03 05:25:00,268 MiB,278 MiB,0 B,180 MiB,180 MiB,0 B
2026-06-03 05:25:15,268 MiB,279 MiB,0 B,180 MiB,180 MiB,0 B
2026-06-03 05:25:30,268 MiB,279 MiB,0 B,180 MiB,180 MiB,0 B
2026-06-03 05:25:45,269 MiB,279 MiB,0 B,180 MiB,181 MiB,0 B
2026-06-03 05:26:00,269 MiB,280 MiB,0 B,181 MiB,181 MiB,0 B
2026-06-03 05:26:15,269 MiB,280 MiB,0 B,181 MiB,181 MiB,0 B
2026-06-03 05:26:30,270 MiB,280 MiB,0 B,181 MiB,181 MiB,0 B
2026-06-03 05:26:45,270 MiB,281 MiB,0 B,181 MiB,182 MiB,0 B
2026-06-03 05:27:00,270 MiB,281 MiB,0 B,182 MiB,182 MiB,0 B
2026-06-03 05:27:15,271 MiB,281 MiB,0 B,182 MiB,182 MiB,0 B
2026-06-03 05:27:30,271 MiB,282 MiB,0 B,182 MiB,182 MiB,0 B
2026-06-03 05:27:45,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:28:00,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:28:15,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:28:30,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:28:45,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:29:00,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:29:15,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:29:30,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:29:45,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:30:00,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:30:15,271 MiB,282 MiB,0 B,182 MiB,183 MiB,0 B
2026-06-03 05:30:30,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:30:45,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:31:00,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:31:15,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:31:30,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:31:45,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:32:00,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:32:15,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:32:30,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:32:45,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:33:00,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:33:15,271 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:33:30,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:33:45,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:34:00,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:34:15,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:34:30,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:34:45,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:35:00,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
2026-06-03 05:35:15,272 MiB,282 MiB,0 B,183 MiB,183 MiB,0 B
